,an,NO_SEQ_COLL,DT_ACCDN,heure_accdn,JR_SEMN_ACCDN,gravite,NB_MORTS,NB_BLESSES_GRAVES,NB_BLESSES_LEGERS,NB_VICTIMES_TOTAL,NB_VEH_IMPLIQUES_ACCDN,NB_DECES_PIETON,NB_BLESSES_PIETON,NB_VICTIMES_PIETON,NB_DECES_MOTO,NB_BLESSES_MOTO,NB_VICTIMES_MOTO,NB_DECES_VELO,NB_BLESSES_VELO,NB_VICTIMES_VELO,CD_MUNCP,REG_ADM,MRC,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,NO_ROUTE,CD_PNT_CDRNL_ROUTE,BORNE_KM_ACCDN,NB_METRE_DIST_ACCD,CD_PNT_CDRNL_REPRR,VITESSE_AUTOR,CD_GENRE_ACCDN,CD_SIT_PRTCE_ACCDN,CD_ETAT_SURFC,CD_ECLRM,CD_ENVRN_ACCDN,CD_CATEG_ROUTE,CD_ETAT_CHASS,CD_ASPCT_ROUTE,CD_LOCLN_ACCDN,CD_POSI_ACCDN,CD_CONFG_ROUTE,CD_ZON_TRAVX_ROUTR,CD_COND_METEO,nb_automobile_camion_leger,nb_camionLourd_tractRoutier,nb_outil_equipement,nb_tous_autobus_minibus,nb_bicyclette,nb_cyclomoteur,nb_motocyclette,nb_taxi,nb_urgence,nb_motoneige,nb_VTT,nb_autres_types,nb_veh_non_precise,address,lat,lon
41866,2015,2015 _ 41867,2015-02-17,17:00:00-17:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,NAUDET,1.0,LOUIS XIV,,,,,,50.0,31.0,,18.0,3.0,3.0,13.0,,11.0,34.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 NAUDET,43.3495675,2.0904361
41867,2015,2015 _ 41868,2015-02-17,18:00:00-18:59:00,MA,Dommages matériels seulement,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),3113.0,,1RE AV,1.0,DES FRENES O,,,,10.0,S,50.0,31.0,,12.0,3.0,3.0,13.0,,11.0,33.0,,3.0,,11.0,3,0,0,0,0,0,0,0,0,0,0,0,0,3113 1RE AV,46.3486593,-72.5542943
41868,2015,2015 _ 41869,2015-02-18,03:00:00-03:59:00,ME,Léger,0,0,2,2,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),8020.0,,1RE AV,1.0,62E O,,,,100.0,S,50.0,31.0,,12.0,3.0,2.0,13.0,5.0,13.0,34.0,7.0,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,8020 1RE AV,46.3486593,-72.5542943
41869,2015,2015 _ 41870,2015-02-18,05:00:00-05:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,DES ROCAILLES,1.0,DES REPLATS,,,,,,50.0,31.0,,18.0,2.0,3.0,13.0,1.0,11.0,32.0,6.0,2.0,,11.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1 DES ROCAILLES,49.0286318,2.0183494
41870,2015,2015 _ 41871,2015-02-18,08:00:00-08:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD HENRI BOURASSA,1.0,DES CYPRES,,,,,,50.0,31.0,,12.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD HENRI BOURASSA,45.6207876,-73.588462
41871,2015,2015 _ 41872,2015-02-18,07:00:00-07:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),2835.0,,NEUVIALLE,,,,,,,,50.0,31.0,,12.0,1.0,2.0,14.0,1.0,13.0,34.0,6.0,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2835 NEUVIALLE,45.8303625,2.4940752
41872,2015,2015 _ 41873,2015-02-18,07:00:00-07:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD DES CAPUCINS,1.0,1E RUE,,,,,,50.0,31.0,,12.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD DES CAPUCINS,46.9796747,-0.2040581
41873,2015,2015 _ 41874,2015-02-18,10:00:00-10:59:00,ME,Léger,0,0,1,1,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,JEAN LESAGE,1.0,GARE DU PALAIS,,,,5.0,N,50.0,31.0,9.0,11.0,1.0,3.0,13.0,1.0,11.0,32.0,6.0,4.0,,11.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1 JEAN LESAGE,45.5800523,-73.4835148
41874,2015,2015 _ 41875,2015-02-18,12:00:00-12:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CH DE LA CANARDIERE,1.0,CHAMPFLEURY,,,,,E,50.0,31.0,,17.0,1.0,2.0,13.0,,11.0,32.0,,3.0,,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1 CH DE LA CANARDIERE,46.8407175,-71.2206684
41875,2015,2015 _ 41876,2015-02-18,12:00:00-12:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,VERSANT N,,DUVALLON,,,,,,,31.0,,11.0,1.0,3.0,13.0,1.0,11.0,32.0,6.0,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 VERSANT N,48.3752292,6.2933911
41876,2015,2015 _ 41877,2015-02-18,11:00:00-11:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,MARIE DE L INCARNATION,1.0,MONTMARTRE,,,,,,50.0,31.0,,12.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 MARIE DE L INCARNATION,0.0,0.0
41877,2015,2015 _ 41878,2015-02-18,13:00:00-13:59:00,ME,Léger,0,0,2,2,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD LAURIER,1.0,JOSEPH ROUSSEAU,,,,,,50.0,31.0,,12.0,1.0,2.0,13.0,1.0,11.0,32.0,6.0,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD LAURIER,46.7672202,-71.2882089
41878,2015,2015 _ 41879,2015-02-18,12:00:00-12:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),2656.0,,BD BASTIEN,,,,,,,,50.0,31.0,,16.0,1.0,2.0,21.0,,11.0,,,,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2656 BD BASTIEN,46.8562438,-71.3475047
41879,2015,2015 _ 41880,2015-02-18,14:00:00-14:59:00,ME,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BASTIEN ET ELISABETH II,,,,,,,,50.0,31.0,,12.0,1.0,2.0,13.0,1.0,11.0,32.0,6.0,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BASTIEN ET ELISABETH II,0.0,0.0
41880,2015,2015 _ 41881,2015-02-18,15:00:00-15:59:00,ME,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),780.0,,BOUVIER,,,,,,,,50.0,49.0,,11.0,1.0,3.0,21.0,1.0,11.0,33.0,,3.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,780 BOUVIER,-25.4499999,-57.5833329
41881,2015,2015 _ 41882,2015-02-18,15:00:00-15:59:00,ME,Dommages matériels seulement,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,GDE AL O,,WOLFE MONTCALM,,,,30.0,O,50.0,31.0,,11.0,1.0,3.0,13.0,,11.0,33.0,,3.0,,11.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1 GDE AL O,0.0,0.0
41882,2015,2015 _ 41883,2015-02-18,15:00:00-15:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BEAUCAGE,1.0,BERNATCHEZ,,,,,,50.0,31.0,,12.0,1.0,2.0,14.0,,11.0,32.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BEAUCAGE,46.3583453,-79.6537718
41883,2015,2015 _ 41884,2015-02-09,10:00:00-10:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),604.0,,JOFFRE,,,,,,,,50.0,31.0,,16.0,1.0,2.0,14.0,,14.0,33.0,,2.0,,,1,0,0,0,0,0,0,0,0,0,0,0,1,604 JOFFRE,40.3792356,-80.3603411
41884,2015,2015 _ 41885,2015-02-18,17:00:00-17:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,MARIE INCARNATION,,CHAREST O,,,,20.0,S,50.0,31.0,,12.0,2.0,3.0,13.0,,11.0,33.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 MARIE INCARNATION,44.11936535,-79.5610753409
41885,2015,2015 _ 41886,2015-02-18,18:00:00-18:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),5455.0,,DE GAULE,,,,,,,,,31.0,,11.0,3.0,2.0,14.0,,11.0,34.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,5455 DE GAULE,23.0804194,-109.7142697
41886,2015,2015 _ 41887,2015-02-18,08:00:00-08:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,COTE ABRAHAM,1.0,ST VALLIER E,,,,5.0,O,50.0,31.0,,12.0,1.0,3.0,13.0,,14.0,32.0,,9.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 COTE ABRAHAM,43.9292986,4.880758
41887,2015,2015 _ 41888,2015-02-18,13:00:00-13:59:00,ME,Léger,0,0,1,1,1,0,1,1,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,COURONNE,,ROY,,,,10.0,S,50.0,32.0,,12.0,3.0,3.0,13.0,1.0,11.0,33.0,6.0,1.0,,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1 COURONNE,45.608673,0.1013099
41888,2015,2015 _ 41889,2015-02-17,22:00:00-22:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),6230.0,,AV DES BRUMES,,,,,,,,,31.0,,,3.0,2.0,14.0,,,,,,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,6230 AV DES BRUMES,46.8270466,-71.3186412
41889,2015,2015 _ 41890,2015-02-18,22:00:00-22:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,DORCHESTER,,CHALUTIER,,,,10.0,N,50.0,,,11.0,3.0,3.0,13.0,1.0,11.0,33.0,6.0,1.0,,12.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1 DORCHESTER,50.70894945,-2.43795562031
41890,2015,2015 _ 41891,2015-02-19,07:00:00-07:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),250.0,,LOUIS IX,,,,,,,,50.0,31.0,,16.0,1.0,3.0,21.0,,11.0,40.0,,,,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,250 LOUIS IX,46.8444492,-71.3657816
41891,2015,2015 _ 41892,2015-02-19,08:00:00-08:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,ST VALLIER O,,ST LUC,,,,,,50.0,31.0,,11.0,1.0,3.0,13.0,,11.0,32.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 ST VALLIER O,0.0,0.0
41892,2015,2015 _ 41893,2015-02-19,06:00:00-06:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,COSTENELLE,,PERTUIS,,,,,,50.0,31.0,,16.0,1.0,2.0,14.0,,11.0,,,2.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 COSTENELLE,0.0,0.0
41893,2015,2015 _ 41894,2015-02-17,Non précisé,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),3385.0,,PETITCLERC,1.0,PIERRE ROY,,,,25.0,E,50.0,31.0,,16.0,3.0,2.0,14.0,,11.0,33.0,,2.0,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,3385 PETITCLERC,46.858631,-71.2136375
41894,2015,2015 _ 41895,2015-02-19,08:00:00-08:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),3800.0,,MARLY,,,,,,,,50.0,31.0,,16.0,1.0,3.0,13.0,,11.0,33.0,,2.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,3800 MARLY,49.0600241,6.1545719
41895,2015,2015 _ 41896,2015-02-19,11:00:00-11:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,ARDOUIN,2.0,FICHET,,,,10.0,E,50.0,31.0,,16.0,1.0,2.0,14.0,,11.0,33.0,,5.0,,17.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1 ARDOUIN,44.3448074,0.2318568
41896,2015,2015 _ 41897,2015-02-18,10:00:00-10:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,STE FOY,,SUETE,,,,,,50.0,31.0,,15.0,1.0,2.0,13.0,,23.0,32.0,,2.0,,18.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 STE FOY,46.7679035,-71.3082411
41897,2015,2015 _ 41898,2015-02-19,09:00:00-09:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23072,Capitale-Nationale(03),Québec (23 ),,,RTE 138,1.0,TOULON,,,,,N,50.0,31.0,,15.0,1.0,3.0,12.0,,11.0,32.0,,3.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 RTE 138,45.4224865,-73.652393
41898,2015,2015 _ 41899,2015-02-19,09:00:00-09:59:00,JE,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),9220.0,,DU ZOO,1.0,PHYDIME DESCHENES,,,,10.0,,50.0,31.0,,16.0,1.0,3.0,13.0,,21.0,33.0,,2.0,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9220 DU ZOO,52.38563255,9.77283084355
41899,2015,2015 _ 41900,2015-02-19,11:00:00-11:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,RTE DE L AEROPORT,1.0,N-D,,,,,,50.0,31.0,,16.0,1.0,3.0,13.0,,11.0,32.0,,2.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 RTE DE L AEROPORT,46.3452603,5.14233
41900,2015,2015 _ 41901,2015-02-19,09:00:00-09:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),470.0,,CHAMPLAIN,,,,,,,O,50.0,31.0,,16.0,1.0,2.0,13.0,,11.0,99.0,,2.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,470 CHAMPLAIN,46.441406,-72.3439409
41901,2015,2015 _ 41902,2015-02-19,11:00:00-11:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,PIERRE BERTRAND,,BEAUCAGE,,,,,,50.0,31.0,,16.0,1.0,2.0,13.0,,11.0,32.0,,3.0,,17.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1 PIERRE BERTRAND,46.831471,-71.2793761
41902,2015,2015 _ 41903,2015-02-19,11:00:00-11:59:00,JE,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,FACE 1535 CH STE FOY,,,,,,,,,31.0,,16.0,2.0,3.0,13.0,1.0,11.0,34.0,6.0,2.0,,17.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1 FACE 1535 CH STE FOY,0.0,0.0
41903,2015,2015 _ 41904,2015-02-19,11:00:00-11:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1056.0,,EGYPTE,,,,,,,,,48.0,,16.0,1.0,2.0,22.0,,11.0,99.0,,,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1056 EGYPTE,51.34278,6.16299
41904,2015,2015 _ 41905,2015-02-19,11:00:00-11:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD LEBOURGNEUF,1.0,LEMESNIL,,,,,E,50.0,31.0,,16.0,1.0,2.0,13.0,,11.0,32.0,,4.0,,18.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD LEBOURGNEUF,46.8445088,-71.2775308
41905,2015,2015 _ 41906,2015-02-19,11:00:00-11:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,PLATANES,1.0,JEAN TALON,,,,3.0,N,50.0,31.0,,16.0,1.0,3.0,13.0,,13.0,32.0,,3.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 PLATANES,35.1729495,24.5885192
41906,2015,2015 _ 41907,2015-02-19,12:00:00-12:59:00,JE,Dommages matériels seulement,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1584.0,,DES AFFAIRES,,,,,,,,50.0,31.0,,16.0,1.0,3.0,13.0,,21.0,34.0,,2.0,,17.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1584 DES AFFAIRES,46.866046611,-71.4211725432
41907,2015,2015 _ 41908,2015-02-19,12:00:00-12:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,LAURIER,1.0,EGLISE,,,,,O,50.0,31.0,,16.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,18.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 LAURIER,51.5760458,5.4548438
41908,2015,2015 _ 41909,2015-02-19,12:00:00-12:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,HENRI BOURASSA,2.0,GRIZZLIS,,,,30.0,S,50.0,31.0,,16.0,1.0,3.0,13.0,,13.0,33.0,,3.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 HENRI BOURASSA,45.5544766,-73.6681514
41909,2015,2015 _ 41910,2015-02-18,16:00:00-16:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),792.0,,BD LOUIS XIV,,,,,,,,,31.0,,,1.0,3.0,21.0,,11.0,,,,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,792 BD LOUIS XIV,46.8623353429,-71.2681474286
41910,2015,2015 _ 41911,2015-02-19,13:00:00-13:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,HENRI BOURASSA,1.0,GEORGE MUIR,,,,,,50.0,31.0,,16.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,17.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1 HENRI BOURASSA,45.5544766,-73.6681514
41911,2015,2015 _ 41912,2015-02-19,13:00:00-13:59:00,JE,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23072,Capitale-Nationale(03),Québec (23 ),3525.0,,HETRIERE,,,,,,,,50.0,59.0,,16.0,1.0,3.0,13.0,,11.0,35.0,,2.0,,17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,3525 HETRIERE,0.0,0.0
41912,2015,2015 _ 41913,2015-02-19,14:00:00-14:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),640.0,,CALIXA LAVALLEE,,,,,,,,50.0,31.0,,19.0,1.0,2.0,14.0,,13.0,34.0,,2.0,,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,640 CALIXA LAVALLEE,45.748121,-73.2801819
41913,2015,2015 _ 41914,2015-02-19,12:00:00-12:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1622.0,,CH ST LOUIS,,,,,,,,50.0,31.0,,16.0,1.0,2.0,14.0,,11.0,34.0,,2.0,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1622 CH ST LOUIS,45.1923968,-74.148424
41914,2015,2015 _ 41915,2015-02-19,14:00:00-14:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,DE CHERBOURG,1.0,D AMOURS,,,,,,50.0,31.0,,16.0,1.0,2.0,14.0,,11.0,32.0,,2.0,,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1 DE CHERBOURG,33.621562,-117.847801
41915,2015,2015 _ 41916,2015-02-19,15:00:00-15:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),439.0,,SHERWOOKD,,,,,,,,,31.0,1.0,15.0,1.0,2.0,14.0,,11.0,34.0,,2.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,439 SHERWOOKD,0.0,0.0
41916,2015,2015 _ 41917,2015-02-15,03:00:00-03:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),572.0,,ROYALE,,STAT,,,,,,,31.0,,16.0,,2.0,21.0,,12.0,99.0,,9.0,,,2,0,0,0,0,0,0,0,0,0,0,0,0,572 ROYALE,37.279719,-80.4791049
41917,2015,2015 _ 41918,2015-02-19,11:00:00-11:59:00,JE,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,VERSANT N,1.0,DE LA SUETE,,,,,,50.0,50.0,,16.0,1.0,2.0,13.0,,,32.0,,2.0,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 VERSANT N,48.3752292,6.2933911
41918,2015,2015 _ 41919,2015-02-19,16:00:00-16:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,52E RUE E,1.0,3E AV E,,,,,,50.0,31.0,,16.0,1.0,2.0,14.0,,11.0,32.0,,3.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 52E RUE E,0.0,0.0
41919,2015,2015 _ 41920,2015-02-19,16:00:00-16:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),3220.0,,CH DE LA GARE,,,,,,,,50.0,31.0,,16.0,1.0,2.0,14.0,,22.0,34.0,,2.0,,18.0,1,0,0,0,0,0,0,1,0,0,0,0,0,3220 CH DE LA GARE,49.0888773,1.6052495
41920,2015,2015 _ 41921,2015-02-19,16:00:00-16:59:00,JE,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD CHAMPLAIN,2.0,COTE DE SILLERY,,,,100.0,E,,45.0,,16.0,1.0,4.0,13.0,,22.0,34.0,,3.0,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 BD CHAMPLAIN,45.4624502,-73.5793636
41921,2015,2015 _ 41922,2015-02-19,16:00:00-16:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),3868.0,,BD NEILSON,,,,,,,,50.0,31.0,,16.0,2.0,2.0,14.0,,11.0,34.0,,2.0,,17.0,1,0,1,0,0,0,0,0,0,0,0,0,0,3868 BD NEILSON,46.7530739213,-71.3279378808
41922,2015,2015 _ 41923,2015-02-18,20:00:00-20:59:00,ME,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),3440.0,,QUATRE BOURGEOIS,,,,,,,,,,,,2.0,3.0,21.0,,11.0,40.0,,,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,3440 QUATRE BOURGEOIS,46.7549167,-71.3311635
41923,2015,2015 _ 41924,2015-02-19,17:00:00-17:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23057,Capitale-Nationale(03),Québec (23 ),6380.0,,BD WILFRID HAMEL,,,,,,,,70.0,31.0,,15.0,2.0,3.0,14.0,,11.0,33.0,,3.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,6380 BD WILFRID HAMEL,46.8062523,-71.3166221
41924,2015,2015 _ 41925,2015-02-19,17:00:00-17:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CHAUVEAU,1.0,COURSOL,,,,,,50.0,,,16.0,1.0,2.0,13.0,,11.0,32.0,,3.0,,18.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 CHAUVEAU,47.3844505,0.6742011
41925,2015,2015 _ 41926,2015-02-19,17:00:00-17:59:00,JE,Léger,0,0,4,4,4,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD LOUIS XIV,1.0,10E AV,,,,,,50.0,31.0,,16.0,2.0,3.0,13.0,1.0,11.0,32.0,2.0,3.0,,17.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1 BD LOUIS XIV,51.0229809,2.3527119
